area,product_id,quantity,hour,day_of_week
East,932387,2,16,Sunday
Central,970718,2,12,Saturday
Central,990634,2,14,Sunday
Central,543513,1,14,Sunday
South,394174,1,3,Saturday
East,526783,2,5,Thursday
East,830396,1,5,Thursday
East,926868,3,15,Monday
East,176656,2,15,Monday
South,315187,1,3,Wednesday
South,467894,3,3,Wednesday
South,179507,1,21,Friday
South,228776,3,21,Friday
East,766294,2,8,Friday
East,463028,2,8,Friday
East,211520,4,8,Friday
North,513418,1,5,Tuesday
North,458363,1,5,Tuesday
East,625107,1,3,Saturday
West,314921,1,6,Thursday
West,714157,5,6,Thursday
West,760381,3,6,Thursday
Central,741835,1,2,Wednesday
South,635769,1,5,Friday
South,788175,3,14,Wednesday
South,424718,1,14,Wednesday
South,616207,2,14,Wednesday
North,966126,1,20,Friday
South,489295,2,7,Monday
East,700732,1,22,Tuesday
East,436470,4,3,Monday
North,593117,1,19,Monday
Central,587281,4,19,Sunday
Central,550857,2,19,Sunday
South,201111,1,11,Tuesday
South,905146,1,11,Tuesday
South,716660,2,11,Tuesday
East,559463,3,5,Sunday
East,966126,1,5,Sunday
East,211520,1,5,Sunday
East,632686,2,4,Wednesday
East,176656,2,4,Wednesday
Central,713622,3,0,Wednesday
Central,351367,2,0,Wednesday
Central,331204,3,0,Wednesday
South,155861,1,16,Wednesday
South,221626,1,16,Wednesday
North,682453,2,3,Monday
West,462550,2,0,Tuesday
South,228776,1,17,Monday
South,846554,2,17,Monday
North,417009,1,11,Wednesday
North,601115,2,23,Saturday
Central,784362,1,19,Sunday
Central,543513,2,19,Sunday
Central,221626,2,19,Sunday
West,297266,4,20,Friday
West,134848,3,20,Friday
West,221626,2,22,Sunday
West,422552,2,22,Sunday
West,417009,2,22,Sunday
Central,529557,1,18,Tuesday
Central,970718,1,18,Tuesday
Central,855119,1,5,Sunday
Central,741835,5,5,Sunday
Central,741835,1,5,Sunday
East,714157,2,5,Thursday
East,528608,2,5,Thursday
West,644730,2,11,Friday
West,593117,1,11,Friday
West,190530,3,11,Friday
East,167392,1,23,Thursday
East,990634,3,23,Thursday
East,315187,2,23,Thursday
North,970718,1,3,Thursday
North,582936,2,3,Thursday
Central,727865,1,16,Saturday
Central,845820,1,16,Saturday
Central,990634,1,16,Saturday
North,582936,4,19,Thursday
North,291116,1,19,Thursday
North,904976,2,19,Thursday
West,367952,1,7,Friday
West,431976,1,7,Friday
South,272383,2,18,Sunday
North,855760,2,3,Friday
West,601115,2,22,Tuesday
West,327670,1,22,Tuesday
West,513418,2,22,Tuesday
East,572994,1,2,Tuesday
South,788175,4,23,Thursday
West,201111,2,7,Tuesday
West,474362,1,7,Tuesday
West,108796,4,7,Tuesday
East,367952,2,4,Sunday
East,656573,1,4,Sunday
East,152243,1,4,Sunday
Central,263679,5,20,Wednesday
Central,136788,5,20,Wednesday
Central,599381,1,20,Wednesday
North,310436,2,9,Monday
North,591797,4,9,Monday
North,641411,2,9,Monday
Central,431976,2,9,Saturday
Central,122121,1,9,Saturday
South,367952,1,21,Saturday
South,315187,2,10,Tuesday
South,932952,1,10,Tuesday
Central,896270,2,10,Sunday
Central,221626,2,10,Sunday
Central,155861,1,16,Monday
South,529557,1,16,Saturday
South,391708,1,16,Saturday
South,596545,2,16,Saturday
North,221626,4,11,Thursday
North,970718,1,11,Thursday
Central,625107,1,5,Tuesday
Central,134761,3,5,Tuesday
North,457848,1,22,Friday
North,293073,3,22,Friday
East,289459,1,15,Wednesday
East,667650,4,15,Wednesday
East,912354,4,15,Wednesday
South,115684,4,6,Tuesday
South,289459,1,6,Tuesday
East,167392,5,6,Tuesday
South,957598,3,6,Friday
South,621860,1,6,Friday
East,367952,1,17,Tuesday
East,130198,2,17,Tuesday
East,176656,1,17,Tuesday
Central,741835,4,2,Thursday
Central,926868,4,2,Thursday
North,589456,1,13,Wednesday
North,766294,2,13,Wednesday
North,134848,4,13,Wednesday
West,166402,2,9,Thursday
North,613608,3,11,Thursday
North,314921,1,11,Thursday
North,394868,2,11,Thursday
East,328679,2,23,Monday
East,417009,2,23,Monday
East,844672,2,23,Monday
Central,315487,1,17,Wednesday
Central,422552,3,17,Wednesday
West,593117,4,13,Monday
West,122121,4,13,Monday
North,596545,3,18,Thursday
North,760381,3,18,Thursday
North,664634,1,18,Thursday
East,447288,2,19,Thursday
East,811207,2,19,Thursday
East,127005,5,13,Tuesday
East,526783,1,13,Tuesday
East,855119,1,13,Tuesday
North,904976,1,19,Wednesday
North,667650,2,19,Wednesday
North,716660,2,19,Wednesday
West,876627,1,10,Monday
East,799380,1,0,Sunday
East,467894,1,0,Sunday
East,331204,2,0,Sunday
East,588836,1,9,Tuesday
Central,221626,2,13,Wednesday
Central,315187,2,13,Wednesday
South,564853,4,8,Monday
South,409067,4,8,Monday
South,559463,2,8,Monday
North,458363,3,14,Tuesday
North,712158,2,14,Tuesday
South,467894,1,0,Sunday
West,644730,1,9,Wednesday
West,589456,2,9,Wednesday
West,357966,3,9,Wednesday
North,431976,1,14,Thursday
South,788175,1,9,Sunday
South,283803,2,9,Sunday
South,310436,2,16,Friday
Central,409067,1,10,Wednesday
North,315187,3,2,Saturday
North,202715,3,2,Saturday
North,202715,4,2,Saturday
North,644730,3,14,Thursday
North,236141,1,14,Thursday
North,404100,5,14,Thursday
East,331204,1,8,Wednesday
West,740474,2,10,Tuesday
East,351367,2,0,Saturday
East,763628,4,0,Saturday
East,351367,2,0,Saturday
Central,966126,1,3,Friday
South,404100,2,7,Saturday
South,575961,2,7,Saturday
East,587281,1,11,Friday
East,379582,3,11,Friday
East,601115,3,11,Friday
East,917641,3,15,Tuesday
East,855760,2,15,Tuesday
East,447726,1,15,Tuesday
North,550857,2,17,Saturday
Central,123191,4,4,Tuesday
Central,179507,4,4,Tuesday
East,601115,2,13,Tuesday
East,845820,2,13,Tuesday
East,587281,2,13,Tuesday
South,799380,3,6,Saturday
Central,587281,2,13,Friday
West,647421,1,19,Tuesday
West,858212,2,19,Tuesday
West,727865,1,19,Tuesday
South,391708,4,16,Friday
South,319527,4,23,Saturday
South,155861,3,23,Saturday
South,458363,3,23,Saturday
South,657152,1,4,Saturday
South,143527,5,4,Saturday
South,280162,1,4,Saturday
East,394174,1,12,Saturday
East,144818,2,12,Saturday
West,394868,2,23,Saturday
West,582936,1,23,Saturday
Central,437577,1,12,Tuesday
Central,625107,4,12,Tuesday
Central,763628,1,12,Tuesday
South,647421,1,22,Wednesday
East,318514,1,20,Friday
East,766294,3,20,Friday
Central,700732,2,0,Thursday
East,989365,1,8,Wednesday
East,228776,2,8,Wednesday
West,489295,3,21,Wednesday
West,367952,4,21,Wednesday
West,917641,2,21,Wednesday
West,695926,2,18,Monday
East,120672,1,9,Tuesday
East,665639,3,9,Tuesday
West,268844,1,19,Friday
West,458363,2,19,Friday
North,211520,1,14,Thursday
North,417009,2,14,Thursday
Central,526783,5,13,Sunday
Central,874812,5,13,Sunday
Central,904976,2,21,Wednesday
Central,125748,4,21,Wednesday
Central,634777,1,21,Wednesday
West,417009,1,19,Tuesday
West,257146,1,19,Tuesday
West,973291,1,19,Tuesday
East,987911,1,4,Monday
South,641411,2,11,Tuesday
South,981997,5,11,Tuesday
South,714157,1,11,Tuesday
North,845820,5,17,Tuesday
North,830396,2,17,Tuesday
Central,409067,1,8,Friday
North,422552,1,18,Saturday
North,176656,3,18,Saturday
East,734159,4,1,Friday
East,436470,3,1,Friday
East,417009,2,1,Friday
South,966126,1,4,Wednesday
South,846554,2,4,Wednesday
South,632686,1,4,Wednesday
West,257146,1,19,Thursday
West,593117,1,12,Friday
West,167392,2,12,Friday
West,513418,2,12,Friday
Central,489295,2,1,Friday
Central,656573,1,1,Friday
Central,131542,4,1,Friday
South,176656,3,8,Thursday
North,228776,2,12,Sunday
West,550857,1,11,Tuesday
West,297266,2,11,Tuesday
West,166402,3,11,Tuesday
Central,177733,2,9,Tuesday
Central,874326,2,9,Tuesday
Central,760381,2,9,Tuesday
West,987911,1,12,Monday
West,202715,1,12,Monday
West,912354,1,12,Monday
Central,122121,1,12,Friday
Central,855119,2,12,Friday
Central,176656,1,12,Friday
South,990634,2,20,Sunday
South,575961,5,20,Sunday
South,543513,3,20,Sunday
East,211520,2,4,Wednesday
South,480254,1,15,Saturday
South,528608,2,15,Saturday
South,712158,1,1,Monday
South,136788,1,1,Monday
South,740474,1,7,Tuesday
West,447726,3,4,Wednesday
West,436470,3,4,Wednesday
West,966126,3,4,Wednesday
East,424718,3,13,Monday
East,845820,1,15,Thursday
East,788175,4,15,Thursday
West,331204,2,14,Friday
West,367952,2,14,Friday
West,120672,2,14,Friday
Central,788175,2,3,Thursday
Central,177733,2,3,Thursday
North,758294,1,9,Friday
Central,891289,2,21,Monday
Central,596545,2,21,Monday
Central,404100,1,21,Monday
North,115684,3,22,Saturday
North,665639,2,22,Saturday
East,351367,3,17,Sunday
East,315187,2,5,Sunday
East,257146,5,5,Sunday
North,513418,2,17,Sunday
North,905146,1,17,Sunday
North,340098,1,8,Tuesday
North,511087,1,17,Friday
North,179932,1,17,Friday
North,125748,1,17,Friday
East,391708,2,10,Wednesday
East,424718,2,10,Wednesday
Central,716660,4,8,Sunday
West,177733,1,4,Sunday
West,874812,1,4,Sunday
West,572994,1,4,Sunday
West,160732,1,16,Thursday
West,409067,4,16,Thursday
East,513418,3,1,Sunday
East,283803,4,1,Sunday
South,511087,2,7,Friday
East,447726,2,6,Thursday
East,526783,3,21,Friday
West,784425,2,13,Thursday
West,297266,1,13,Thursday
West,858212,3,21,Thursday
West,784425,2,21,Thursday
West,291116,2,1,Sunday
Central,280162,2,16,Friday
North,435530,2,8,Sunday
North,404100,3,8,Sunday
North,489295,4,8,Sunday
West,125748,3,19,Friday
South,166402,1,10,Tuesday
Central,844672,2,2,Friday
Central,160732,2,2,Friday
Central,526783,1,13,Saturday
Central,738390,3,13,Saturday
South,564853,1,16,Monday
South,589456,1,16,Monday
Central,695926,2,13,Thursday
Central,904976,3,13,Thursday
Central,144818,1,12,Saturday
Central,120672,2,12,Saturday
East,453516,2,7,Thursday
East,564853,1,7,Thursday
West,240196,1,0,Friday
West,738390,2,0,Friday
East,158033,5,2,Sunday
East,458263,3,2,Sunday
North,409067,3,0,Sunday
North,874812,2,9,Tuesday
Central,511087,1,19,Monday
South,457848,4,9,Sunday
North,695926,1,7,Friday
North,462550,1,7,Friday
East,647654,2,8,Saturday
East,912354,1,8,Saturday
East,221626,2,8,Saturday
South,489295,3,0,Wednesday
South,989365,4,0,Wednesday
South,926868,5,0,Wednesday
West,621298,2,22,Tuesday
West,714157,2,22,Tuesday
West,559463,1,22,Tuesday
South,130198,1,3,Saturday
Central,621860,1,2,Thursday
South,122121,2,20,Thursday
South,130969,1,20,Thursday
South,966126,2,20,Thursday
North,664634,5,9,Tuesday
North,599381,2,9,Tuesday
North,987911,5,9,Tuesday
South,758294,2,7,Friday
South,876627,2,7,Friday
South,436470,1,7,Friday
West,211520,1,19,Saturday
West,664634,1,19,Saturday
West,970718,5,19,Saturday
North,572994,4,15,Saturday
North,467894,1,15,Saturday
North,203454,4,15,Saturday
East,480254,2,15,Monday
East,957598,3,15,Monday
Central,826219,1,19,Tuesday
West,463028,1,15,Thursday
West,665639,2,15,Thursday
East,315187,1,17,Tuesday
East,905146,3,17,Tuesday
East,314921,1,4,Tuesday
East,190530,2,4,Tuesday
Central,160732,5,3,Tuesday
Central,351367,1,3,Tuesday
Central,177733,2,3,Tuesday
North,529557,3,6,Thursday
Central,391708,4,7,Sunday
West,458263,1,11,Sunday
West,644730,5,11,Sunday
South,714157,1,4,Friday
South,572994,2,1,Tuesday
East,291116,2,20,Wednesday
North,357966,1,13,Friday
North,635769,1,9,Wednesday
North,315487,1,9,Wednesday
North,644730,3,9,Wednesday
West,379582,4,9,Saturday
West,155861,1,9,Saturday
West,379582,4,18,Sunday
West,351367,1,18,Sunday
South,858212,1,16,Saturday
South,874812,1,16,Saturday
South,644730,5,16,Saturday
South,236141,4,1,Sunday
South,167392,2,8,Sunday
West,293073,1,17,Friday
Central,144818,5,10,Saturday
Central,201111,1,10,Saturday
Central,989365,2,10,Saturday
South,716660,1,21,Monday
South,115348,3,21,Monday
South,572994,1,21,Monday
North,211520,3,13,Tuesday
North,127005,1,13,Tuesday
North,970718,2,4,Friday
North,367952,1,4,Tuesday
East,120672,1,12,Saturday
East,657152,1,12,Saturday
Central,179932,2,12,Sunday
Central,176656,1,12,Sunday
South,115348,2,0,Wednesday
South,713451,2,0,Wednesday
South,788175,1,0,Wednesday
East,134761,1,7,Wednesday
East,582936,2,7,Wednesday
East,763628,3,7,Wednesday
East,596545,3,22,Thursday
West,874326,3,8,Monday
West,513418,2,8,Monday
Central,874812,1,0,Tuesday
North,244547,1,18,Friday
North,177733,4,18,Friday
North,529557,1,18,Friday
West,417528,2,6,Saturday
West,129553,1,6,Saturday
West,127005,1,6,Saturday
Central,891289,3,13,Wednesday
Central,885901,2,13,Wednesday
West,131542,5,23,Friday
West,556364,4,23,Friday
West,409067,2,23,Friday
South,458263,2,16,Friday
South,528608,4,16,Friday
West,318514,3,19,Saturday
North,424718,1,9,Tuesday
South,149774,2,5,Friday
South,123191,2,5,Friday
South,564853,1,5,Friday
North,176656,2,1,Thursday
South,904976,2,12,Sunday
North,370119,4,22,Saturday
North,152243,2,22,Saturday
East,201111,2,17,Monday
Central,129553,3,5,Monday
Central,511087,2,5,Monday
Central,254410,4,5,Monday
South,700732,2,11,Thursday
South,917641,1,11,Thursday
North,289459,1,11,Wednesday
North,542696,4,11,Wednesday
North,327670,2,11,Wednesday
West,932387,1,20,Monday
West,855119,1,20,Monday
West,120672,2,20,Monday
West,394174,1,16,Tuesday
West,966126,2,16,Tuesday
West,995677,3,16,Tuesday
South,647421,2,16,Sunday
South,830396,1,16,Sunday
South,166402,3,16,Sunday
North,331204,2,3,Friday
North,529557,3,0,Monday
North,447288,2,0,Monday
South,263679,4,8,Thursday
North,179507,5,23,Thursday
East,543513,1,4,Thursday
East,127005,1,4,Thursday
South,125748,2,0,Monday
South,664634,1,0,Monday
East,115348,2,19,Monday
East,970718,3,19,Monday
West,272383,2,18,Saturday
West,656573,2,18,Saturday
East,591797,1,13,Saturday
East,394868,2,13,Saturday
East,463028,2,10,Friday
East,559463,1,10,Friday
South,314921,4,2,Tuesday
South,458263,4,2,Tuesday
North,244547,2,9,Sunday
North,844672,3,9,Sunday
North,226632,1,9,Sunday
North,340098,3,10,Friday
North,340098,1,10,Friday
East,367952,4,19,Friday
Central,891289,1,23,Wednesday
Central,995677,2,23,Wednesday
South,268844,3,18,Tuesday
South,176656,3,18,Tuesday
South,797959,1,18,Tuesday
North,319527,2,13,Friday
North,489295,1,13,Friday
North,120672,2,13,Friday
East,784362,4,10,Friday
East,351367,2,10,Friday
North,115348,2,16,Tuesday
North,700732,1,16,Tuesday
South,155861,1,8,Monday
South,131542,1,8,Monday
East,228776,1,16,Wednesday
East,855760,1,16,Wednesday
East,727865,3,16,Wednesday
Central,435530,1,21,Tuesday
Central,734159,1,21,Tuesday
South,280162,3,6,Friday
South,667650,1,6,Friday
North,926868,2,13,Sunday
North,437577,5,13,Sunday
North,463028,1,13,Sunday
East,891289,2,21,Wednesday
North,621860,3,14,Monday
North,158033,5,14,Monday
North,987911,1,14,Monday
North,740474,3,13,Friday
Central,226632,1,7,Monday
Central,315487,1,7,Monday
Central,422552,2,19,Saturday
Central,417009,1,19,Saturday
Central,283621,2,15,Saturday
Central,370119,1,13,Wednesday
Central,596545,1,18,Friday
West,641411,3,19,Wednesday
East,874812,2,10,Wednesday
South,424718,1,2,Wednesday
South,599381,2,2,Wednesday
North,177733,2,0,Wednesday
North,657152,5,0,Wednesday
West,845820,2,13,Sunday
Central,788175,3,3,Wednesday
West,158033,5,9,Thursday
West,489295,2,9,Thursday
Central,917641,2,23,Sunday
West,885901,3,5,Sunday
South,211520,2,22,Friday
South,351367,2,22,Friday
South,734159,1,22,Friday
Central,528608,4,0,Friday
Central,127005,1,0,Friday
Central,587281,3,0,Friday
South,734159,1,10,Sunday
South,314921,2,10,Sunday
North,632686,2,21,Wednesday
North,176656,1,21,Wednesday
North,989365,2,21,Wednesday
West,367952,1,18,Sunday
West,226632,1,18,Sunday
West,203454,2,18,Sunday
South,318514,3,5,Wednesday
South,394868,1,5,Wednesday
Central,458263,5,10,Tuesday
Central,379582,5,10,Tuesday
South,263679,2,20,Wednesday
South,149774,1,20,Wednesday
East,830396,2,19,Wednesday
South,263679,2,19,Monday
South,127005,1,19,Monday
West,351367,2,4,Thursday
West,589456,2,4,Thursday
South,780063,1,11,Tuesday
North,391708,1,14,Monday
North,575961,1,14,Monday
North,589456,1,14,Monday
Central,664634,4,10,Saturday
West,784425,2,12,Wednesday
South,340098,1,9,Friday
South,143527,3,9,Friday
South,437577,2,9,Friday
Central,272383,1,17,Tuesday
Central,587281,2,17,Tuesday
Central,788175,1,17,Tuesday
East,125748,3,9,Saturday
Central,734159,2,21,Sunday
South,826219,3,11,Monday
South,417009,5,11,Monday
South,601115,2,11,Monday
West,591797,1,7,Friday
North,417009,1,2,Thursday
North,511087,5,17,Friday
North,621860,1,17,Friday
North,129553,2,17,Friday
South,858357,2,12,Saturday
South,226632,1,12,Saturday
West,657152,2,17,Thursday
West,221626,5,17,Thursday
West,874326,2,17,Thursday
North,766294,1,22,Friday
Central,272383,2,18,Sunday
Central,596545,1,14,Saturday
Central,254410,2,14,Saturday
Central,635769,2,1,Wednesday
Central,127005,2,1,Wednesday
North,328679,2,9,Tuesday
South,272383,2,23,Wednesday
South,422552,1,23,Wednesday
South,788175,4,23,Wednesday
Central,644730,2,10,Monday
South,896270,1,9,Tuesday
South,144818,1,9,Tuesday
South,714157,1,9,Tuesday
South,323016,3,2,Thursday
South,179507,1,2,Thursday
South,176656,1,2,Thursday
Central,695926,1,8,Sunday
Central,204293,1,8,Sunday
Central,315487,3,8,Sunday
South,575961,2,19,Friday
South,453516,2,19,Friday
South,103736,2,19,Friday
West,582936,1,15,Sunday
East,593117,2,17,Monday
East,966126,2,17,Monday
South,129553,1,18,Tuesday
North,758294,1,11,Tuesday
North,263679,4,11,Tuesday
North,115348,1,12,Wednesday
North,404100,2,12,Wednesday
North,665639,1,17,Monday
North,550857,1,17,Monday
North,379582,1,17,Monday
North,394174,5,14,Monday
North,447288,1,14,Monday
North,844672,2,14,Monday
North,727865,3,0,Saturday
North,656573,2,0,Saturday
South,457848,2,16,Friday
South,179507,3,16,Friday
South,204220,2,16,Friday
East,589456,1,0,Friday
East,202715,3,0,Friday
North,447726,2,19,Sunday
North,103736,2,19,Sunday
Central,131542,1,13,Tuesday
Central,447288,1,13,Tuesday
Central,131542,2,13,Tuesday
West,272383,1,5,Friday
West,529557,2,5,Friday
West,656573,1,5,Friday
North,647654,3,10,Sunday
North,858212,2,10,Sunday
North,340098,3,10,Sunday
East,272383,1,16,Sunday
East,489295,4,16,Sunday
East,155861,2,16,Sunday
North,643168,1,2,Sunday
North,158033,3,2,Sunday
North,160732,5,2,Sunday
South,134761,3,18,Thursday
South,973291,2,18,Thursday
South,331204,3,18,Thursday
South,981997,3,3,Tuesday
South,152243,4,3,Tuesday
South,643168,1,3,Tuesday
East,763628,2,2,Friday
East,437577,4,2,Friday
West,855760,2,17,Wednesday
West,340098,4,17,Wednesday
Central,340098,4,9,Tuesday
Central,990634,2,9,Tuesday
East,564853,3,2,Friday
East,526783,1,12,Tuesday
East,621298,5,12,Tuesday
East,319527,2,12,Tuesday
North,435530,1,15,Monday
North,272383,3,15,Monday
North,176656,1,15,Monday
East,826219,3,16,Wednesday
East,665639,5,16,Wednesday
Central,782729,1,8,Saturday
South,758294,2,22,Thursday
South,436470,1,22,Thursday
South,635769,1,21,Monday
South,989365,1,21,Monday
South,289459,1,14,Friday
South,713451,2,14,Friday
South,179507,1,17,Sunday
South,391708,1,17,Sunday
West,474362,5,22,Wednesday
West,559463,1,6,Monday
Central,167392,3,18,Saturday
Central,463028,2,18,Saturday
West,550857,4,16,Friday
West,436470,2,21,Saturday
Central,559463,1,2,Monday
North,643168,4,19,Sunday
North,582936,2,19,Sunday
East,451956,1,4,Wednesday
Central,453516,2,0,Thursday
East,641411,1,16,Thursday
East,120672,2,16,Thursday
East,987911,4,16,Thursday
West,417009,5,0,Wednesday
South,526783,1,10,Tuesday
North,122121,1,21,Monday
North,647654,1,21,Monday
North,202715,1,21,Monday
West,293073,3,16,Monday
Central,314921,5,3,Tuesday
Central,315187,1,3,Tuesday
West,437577,5,18,Saturday
West,599381,4,18,Saturday
West,120672,1,18,Saturday
Central,559463,1,11,Saturday
Central,588836,1,11,Saturday
Central,120672,1,11,Saturday
South,291116,1,4,Tuesday
South,340098,1,4,Tuesday
South,621860,4,4,Tuesday
West,177733,1,14,Thursday
Central,782729,2,20,Tuesday
Central,572994,1,20,Tuesday
Central,268844,2,20,Tuesday
West,523098,5,16,Sunday
West,575961,2,16,Sunday
South,319527,1,4,Friday
South,130969,4,4,Friday
North,845820,2,11,Saturday
North,845820,1,11,Saturday
Central,166402,2,7,Sunday
Central,932387,1,7,Sunday
West,740474,2,10,Thursday
Central,160732,2,11,Friday
Central,422552,3,11,Friday
North,280162,1,16,Tuesday
North,244547,2,16,Tuesday
North,272383,1,16,Tuesday
East,760381,1,7,Friday
West,891289,5,4,Saturday
West,458363,5,4,Saturday
West,437577,4,4,Saturday
Central,131542,3,15,Wednesday
Central,315487,3,15,Wednesday
North,734159,1,5,Tuesday
North,990634,1,5,Tuesday
South,780063,1,19,Thursday
North,272383,2,4,Tuesday
North,129553,5,4,Tuesday
North,314921,1,4,Tuesday
East,821570,1,6,Sunday
